"Srid","RecommendationMode","EventDate","City","State","Country","Abstract","DateIssued","AddresseeDetails","IsMultipleRecipient","OverallStatus","OverallDateClosed","Recommendation","SR coding mode","SR coding tier 1","SR coding tier2","NtsbNo","Mkey","ReportNo","SrUrl","AccidentReportUrl"
"H-17-024","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","NHTSA | Open - Unacceptable Response | NA;
","false","Open - Unacceptable Response","","TO THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION: Incentivize passenger vehicle manufacturers and consumers to adopt intelligent speed adaptation (ISA) systems by, for example, including ISA in the New Car Assessment Program.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-024","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-025","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","NHTSA | Open Acceptable Alternate Response | NA;
","false","Open Acceptable Alternate Response","","TO THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION: Collaborate with other traffic safety stakeholders to develop and implement an ongoing program to increase public awareness of speeding as a national traffic safety issue. The program should include, but not be limited to, initiating an annual enforcement mobilization directed at speeding drivers.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-025","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-026","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","NHTSA | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION: Establish a program to incentivize state and local speed management activities.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-026","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-027","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","FHWA | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE FEDERAL HIGHWAY ADMINISTRATION: Revise Section 2B.13 of the Manual on Uniform Traffic Control Devices so that the factors currently listed as optional for all engineering studies are required, require that an expert system such as USLIMITS2 be used as a validation tool, and remove the guidance that speed limits in speed zones should be within 5 mph of the 85th percentile speed.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-027","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-028","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","FHWA | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE FEDERAL HIGHWAY ADMINISTRATION: Revise Section 2B.13 of the Manual on Uniform Traffic Control Devices to, at a minimum, incorporate the safe system approach for urban roads to strengthen protection for vulnerable road users.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-028","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-029","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","FHWA | Closed - Acceptable Action | 7/31/2023;
","false","Closed - Acceptable Action","2023-07-31T04:00:00Z","TO THE FEDERAL HIGHWAY ADMINISTRATION: Work with the National Highway Traffic Safety Administration to update the Speed Enforcement Camera Systems Operational Guidelines to reflect the latest automated speed enforcement (ASE) technologies and operating practices, and promote the updated guidelines among ASE program administrators.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-029","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-030","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","FHWA | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE FEDERAL HIGHWAY ADMINISTRATION: Work with the National Highway Traffic Safety Administration to assess the effectiveness of point-to-point speed enforcement in the United States and, based on the results of that assessment, update the Speed Enforcement Camera Systems Operational Guidelines, as appropriate.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-030","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-031","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","State of Maine | Open - Unacceptable Response | NA;
State of Mississippi | Open - Unacceptable Response | NA;
State of New Hampshire | Open - Unacceptable Response | NA;
State of New Jersey | Open - Acceptable Response | NA;
State of Texas | Open - Unacceptable Response | NA;
State of West Virginia | Open - Unacceptable Response | NA;
State of Wisconsin | Open - Acceptable Response | NA;
","true","Open - Unacceptable Response","","TO THE SEVEN STATES PROHIBITING AUTOMATED SPEED ENFORCEMENT (MAINE, MISSISSIPPI, NEW HAMPSHIRE, NEW JERSEY, TEXAS, WEST VIRGINIA, AND WISCONSIN): Amend current laws to authorize state and local agencies to use automated speed enforcement.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-031","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-032","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","State of Alabama | Open - Unacceptable Response | NA;
State of Alaska | Open - Unacceptable Response | NA;
State of California | Open - Acceptable Response | NA;
State of Connecticut | Open - Acceptable Response | NA;
State of Delaware | Open - Acceptable Response | NA;
State of Florida | Open - Acceptable Response | NA;
State of Georgia | Open - Acceptable Response | NA;
State of Hawaii | Open - Unacceptable Response | NA;
State of Idaho | Open - Unacceptable Response | NA;
State of Indiana | Open - Acceptable Response | NA;
State of Iowa | Open - Unacceptable Response | NA;
State of Kansas | Open - Unacceptable Response | NA;
Commonwealth of Kentucky | Open - Acceptable Response | NA;
Commonwealth of Massachusetts | Open - Acceptable Response | NA;
State of Michigan | Open - Unacceptable Response | NA;
State of Minnesota | Open - Unacceptable Response | NA;
State of Missouri | Open - Unacceptable Response | NA;
State of Montana | Open - Unacceptable Response | NA;
State of Nebraska | Open - Unacceptable Response | NA;
State of New Mexico | Open - Unacceptable Response | NA;
State of North Carolina | Open - Acceptable Response | NA;
State of North Dakota | Open - Unacceptable Response | NA;
State of Oklahoma | Open - Acceptable Response | NA;
Commonwealth of Pennsylvania | Open - Acceptable Response | NA;
State of South Dakota | Open - Unacceptable Response | NA;
State of Vermont | Open - Unacceptable Response | NA;
Commonwealth of Virginia | Open - Acceptable Response | NA;
State of Wyoming | Open - Unacceptable Response | NA;
","true","Open - Unacceptable Response","","TO THE TWENTY EIGHT STATES WITHOUT AUTOMATED SPEED ENFORCEMENT LAWS (ALABAMA, ALASKA, CALIFORNIA, CONNECTICUT, DELAWARE, FLORIDA, GEORGIA, HAWAII, IDAHO, INDIANA, IOWA, KANSAS, KENTUCKY, MASSACHUSETTS, MICHIGAN, MINNESOTA, MISSOURI, MONTANA, NEBRASKA, NEW MEXICO, NORTH CAROLINA, NORTH DAKOTA, OKLAHOMA, PENNSYLVANIA, SOUTH DAKOTA, VERMONT, VIRGINIA, AND WYOMING): Authorize state and local agencies to use automated speed enforcement.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-032","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-033","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","State of Arizona | Open - Unacceptable Response | NA;
State of Arkansas | Open - Unacceptable Response | NA;
State of Colorado | Open - Unacceptable Response | NA;
State of Illinois | Open - Unacceptable Response | NA;
State of Louisiana | Open - Unacceptable Response | NA;
State of Maryland | Open - Acceptable Response | NA;
State of Nevada | Open - Acceptable Response | NA;
State of New York | Open - Acceptable Response | NA;
State of Ohio | Open Acceptable Alternate Response | NA;
State of Oregon | Open - Acceptable Response | NA;
State of Rhode Island | Open - Unacceptable Response | NA;
State of South Carolina | Open - Unacceptable Response | NA;
State of Tennessee | Open - Unacceptable Response | NA;
State of Utah | Open - Unacceptable Response | NA;
State of Washington | Open - Acceptable Response | NA;
","true","Open - Unacceptable Response","","TO THE 15 STATES WITH AUTOMATED SPEED ENFORCEMENT RESTRICTIONS (ARIZONA, ARKANSAS, COLORADO, ILLINOIS, LOUISIANA, MARYLAND, NEVADA, NEW YORK, OHIO, OREGON, RHODE ISLAND, SOUTH CAROLINA, TENNESSEE, UTAH, AND WASHINGTON): Amend current laws to remove operational and location restrictions on the use of automated speed enforcement, except where such restrictions are necessary to align with best practices.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-033","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-034","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","Governors Highway Safety Association | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE GOVERNORS HIGHWAY SAFETY ASSOCIATION: Work with the National Highway Traffic Safety Administration, the International Association of Chiefs of Police, and the National Sheriffs’ Association to develop and implement a program to increase the adoption of speeding-related Model Minimum Uniform Crash Criteria Guideline data elements and improve consistency in law enforcement reporting of speeding-related crashes.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-034","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
"H-17-035","Highway","2015-04-15T04:00:00Z","Washington","District of Columbia","","Speeding—exceeding a speed limit or driving too fast for conditions—is one of the most common factors in motor vehicle crashes in the United States. In this safety study, the National Transportation Safety Board (NTSB) examines causes of and trends in speeding-related passenger vehicle crashes and countermeasures to prevent these crashes.

From 2005 through 2014, crashes in which a law enforcement officer indicated a vehicle’s speed was a factor resulted in 112,580 fatalities, representing 31% of all traffic fatalities. Speeding or speed has been cited as a safety issue, or a causal or contributing factor in 49 major NTSB highway accident investigations since 1967. Although recent speeding-related NTSB investigations have primarily involved large trucks and buses, most speeding-related crashes involve speeding passenger vehicles. In 2014, passenger vehicles constituted 77% of speeding vehicles involved in fatal crashes, and 78% of all speeding-related fatalities involved a speeding passenger vehicle. This study leverages prior NTSB investigations, together with other research, to address the national safety issue of speeding among passenger vehicle drivers.

In this study, the NTSB used a combination of quantitative and qualitative methods to summarize the risks of speeding, describe the scope of the problem, and promote the use of proven and emerging speeding countermeasures. This included a literature survey; analyses of speeding-related crash data; and interviews with national, state, and local traffic safety stakeholders. The stakeholders were representatives from transportation and highway safety agencies, law enforcement agencies, automobile manufacturers, research institutions, advocacy groups, equipment vendors, personal auto insurance providers, and professional associations.

This study assessed speeding among passenger vehicle drivers in a broad sense, as a factor that contributes to crashes and injury severity. Several, of many, potential solutions to the issue of speeding-related crashes are discussed. The solutions do not address every cause of speeding or type of speeding-related crash, but they are intended to be widely applicable to a significant portion of these crashes.","2017-08-15T04:00:00Z","International Association of Chiefs of Police | Open - Await Response | NA;
","false","Open - Await Response","","TO THE INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE: Work with the National Highway Traffic Safety Administration, the Governors Highway Safety Association, and the National Sheriffs’ Association to develop and implement a program to increase the adoption of speeding-related Model Minimum Uniform Crash Criteria Guideline data elements and improve consistency in law enforcement reporting of speeding-related crashes.",,,,"DCA15SS002","91031","SS-17-01","https://data.ntsb.gov/carol-main-public/sr-details/H-17-035","https://www.ntsb.gov/safety/safety-studies/Pages/SS1701.aspx"
